country,lat,lng
Nigeria,9.05785,7.49508
United Kingdom,51.50853,-0.12574
Guam,13.58283,144.83534
Japan,35.85721,139.64904
United Kingdom,51.50853,-0.12574
Canada,73.25144,-93.5003
Pakistan,33.72148,73.04329
United States,42.78752,-86.10893
United States,40.71427,-74.00597
Cyprus,35,33
Finland,60.16952,24.93545
Norway,59.91273,10.74609
United Kingdom,58.55,-4.1
United Kingdom,52.073712,1.212659
India,18.51957,73.85535
United Kingdom,51.53782,0.71433
United States,40.21705,-74.74294
Chile,-30,-71
Chile,-33.45694,-70.64827
Canada,49.24966,-123.11934
United Kingdom,51.50853,-0.12574
United Kingdom,51.48,-3.18
United States,38.89511,-77.03637
United Kingdom,52.18935,-2.22001
Canada,60.10867,-113.64258
United States,37.97476,-87.55585
Indonesia,-2.91673,104.7458
India,22.56263,88.36304
United States,37.97476,-87.55585
South Africa,-26.08333,28.25
United Kingdom,51.88921,0.90421
United Kingdom,56,-4
United States,40.71427,-74.00597
United States,38.89511,-77.03637
United States,33.44838,-112.07404
United Kingdom,51.48,-3.18
Nigeria,9.05785,7.49508
Indonesia,-5,120
Pakistan,33.72148,73.04329
United States,41.4201,-73.28206
United Kingdom,52.07222,-0.61667
Ireland,53,-8
United States,39.29038,-76.61219
Belgium,50.87959,4.70093
United Kingdom,55.86515,-4.25763
United Kingdom,51.50853,-0.12574
Australia,-25,135
Ireland,53,-8
United States,47.60621,-122.33207
United States,42.60559,-83.14993
United States,45.5176,-122.673
United States,38.96872,-77.3411
United States,41.56283,-83.65382
United States,40.71427,-74.00597
Belgium,50.87959,4.70093
United Kingdom,55.87438,-4.28537
United States,40.71427,-74.00597
United Kingdom,51.50853,-0.12574
Thailand,13.74174,100.508369
United Kingdom,51.55769,0.45056
United States,40.44062,-79.99589
India,28.65381,77.22897
United States,35.08449,-106.65114
United Kingdom,52.04172,-0.75583
United Kingdom,51.51113,-3.70352
United Kingdom,51.75,-0.75
United Kingdom,51.50853,-0.12574
Nigeria,9.05785,7.49508
United Kingdom,51.50853,-0.12574
United Kingdom,51.50853,-0.12574
United States,33.749,-84.38798
United Kingdom,51.9,-2.08333
Hong Kong,22.28552,114.15769
Spain,40.54746,-3.64197
United Kingdom,51.50853,-0.12574
United States,35.1785,-80.8831
Uganda,0.31628,32.58219
United States,33.9526,-84.54993
United States,40.71427,-74.00597
Italy,45.46427,9.18951
United States,40.71427,-74.00597
United States,44.00013,-120.50139
United Kingdom,54.16667,-2
United Kingdom,54.75844,-2.69531
Malaysia,3.1412,101.68653
United Kingdom,51.50853,-0.12574
United Kingdom,51.46028,-3.44167
United Kingdom,51.50853,-0.12574
Ireland,53.33306,-6.24889
France,46,2
United Kingdom,51.50853,-0.12574
Netherlands,51.61667,5.54861
Guernsey,49.43331,-2.35622
United Kingdom,51.50853,-0.12574
United Kingdom,55.86515,-4.25763
United States,41.63017,-74.88274
United Kingdom,51.50853,-0.12574
United Kingdom,51.50853,-0.12574
United States,38.58907,-121.30273
United Arab Emirates,23.75,54.5
Guernsey,49.43331,-2.35622
Austria,48.20849,16.37208
United States,40.6501,-73.94958
Nigeria,7.37756,3.90591
United States,38.89428,-77.04775
United Kingdom,51,-0.41667
Nigeria,7.38778,3.89639
United States,35.7721,-78.63861
United States,39.73915,-104.9847
United Arab Emirates,25.06765,55.30557
United States,46.80833,-100.78374
United Kingdom,51.50853,-0.12574
Sweden,62,15
Canada,42.98339,-81.23304
United States,40.44062,-79.99589
Germany,49.45421,11.07752
Indonesia,0.61667,106.98333
United States,42.50648,-71.07283
Italy,45.07049,7.68682
Ghana,6.68848,-1.62443
Ghana,6.68848,-1.62443
Ghana,6.68848,-1.62443
United States,42.27313,-76.14798
Kenya,-0.5,37.33333
Guernsey,49.43331,-2.35622
United Kingdom,51.50853,-0.12574
France,46,2
Japan,42.523143,141.299415
United Kingdom,51.50853,-0.12574
Italy,45.46427,9.18951
Nigeria,6.59651,3.34205
United States,39.41427,-77.41054
United States,40.85788,-74.42599
United States,40.71427,-74.00597
United States,44.25029,-85.50033
Australia,-31.95224,115.8614
United States,37.66588,-91.84793
United States,40.71427,-74.00597
United Kingdom,51.50853,-0.12574
United States,40.71427,-74.00597
India,28.65381,77.22897
Belgium,50.85045,4.34878
United Kingdom,51.27904,1.07992
Australia,-31.09048,150.92905
Australia,-31.09048,150.92905
Japan,34.69374,135.50218
United Kingdom,53.40979,-2.15761
Japan,35.6895,139.69171
United States,39.76,-98.5
Japan,35.6895,139.69171
Japan,35.6895,139.69171
Japan,35.6895,139.69171
Japan,35.6895,139.69171
Japan,35.6895,139.69171
Bhutan,27.5,90.5
Italy,45.46427,9.18951
United Kingdom,51.50853,-0.12574
United States,41.41398,-73.30345
Taiwan,24.99368,121.29696
Japan,27.10093,142.21862
Japan,27.10093,142.21862
Japan,27.10093,142.21862
Japan,27.10093,142.21862
Japan,27.10093,142.21862
United States,47.60621,-122.33207
United States,41.4995,-81.69541
Japan,35.6895,139.69171
United Kingdom,51.50853,-0.12574
Japan,35.6895,139.69171
United States,38.25445,-104.60914
Japan,35.6895,139.69171
Japan,35.6895,139.69171
Japan,35.6895,139.69171
United Kingdom,51.50853,-0.12574
Japan,35.6895,139.69171
Brazil,-10,-55
Japan,35.6895,139.69171
Japan,35.6895,139.69171
Japan,35.6895,139.69171
India,19.07283,72.88261
Japan,35.6895,139.69171
Iran,33.8532,51.9271
United States,39.76,-98.5
South Africa,-29,24
Cyprus,35,33
Belgium,50.85045,4.34878
Japan,35.68536,139.75309
Nigeria,10,8
Japan,35.68536,139.75309
Japan,35.68536,139.75309
Japan,35.68536,139.75309
Japan,35.68536,139.75309
Indonesia,-5,120
Indonesia,-5,120
United States,40.71427,-74.00597
United States,39.76,-98.5
Indonesia,-5,120
Indonesia,-5,120
United Arab Emirates,25.06765,55.30557
United States,43.54997,-96.70033
Nigeria,6.45306,3.39583
United Kingdom,51.50853,-0.12574
Cayman Islands,19.35,-81.2
Indonesia,-5,120
United States,41.17812,-78.89864
Indonesia,-5,120
Indonesia,-5,120
Indonesia,-5,120
India,28.65381,77.22897
United States,38.25424,-85.75941
United Kingdom,51.50853,-0.12574
Indonesia,0,110.5
Greece,40.64362,22.93086
India,12.97194,77.59369
Peru,-12.13951,-77.00615
United Kingdom,51.53782,0.71433
Turkey,41.01384,28.94966
United Kingdom,54.75844,-2.69531
India,22,79
United Kingdom,51.50853,-0.12574
Spain,40.4165,-3.70256
United Kingdom,51.50853,-0.12574
United States,39.29038,-76.61219
Pakistan,31.54972,74.34361
United Kingdom,52.9536,-1.15047
United Kingdom,51.75222,-1.25596
United Kingdom,51.50853,-0.12574
Philippines,14.597552,121.096758
United Kingdom,51.50853,-0.12574
United States,40.71427,-74.00597
United States,40.71427,-74.00597
United States,40.71427,-74.00597
United States,34.22573,-77.94471
Japan,35.44778,139.6425
United States,40.71427,-74.00597
United Kingdom,52.638205,1.283897
United Kingdom,51.50853,-0.12574
Azerbaijan,40.5,47.5
Italy,45.46427,9.18951
Ireland,53,-8
Netherlands,51.9225,4.47917
United States,39.96118,-82.99879
Nigeria,10,8
United States,28.75054,-82.5001
United Kingdom,54.75844,-2.69531
Canada,43.70011,-79.4163
United States,41.85003,-87.65005
United States,38.89511,-77.03637
United States,39.00027,-105.50083
Svalbard and Jan Mayen,78.92373,11.92497
United States,39.76,-98.5
United Kingdom,53.74013,-1.59877
Australia,-33.86785,151.20732
United States,26.06287,-80.2331
United States,39.76,-98.5
United Kingdom,51.50853,-0.12574
Madagascar,-20,47
United States,28.511846,-81.374167
Canada,43.70011,-79.4163
United Kingdom,50.90395,-1.40428
Australia,-25,135
United States,26.12231,-80.14338
Canada,43.70011,-79.4163
South Korea,36.5,127.75
Belgium,50.85045,4.34878
India,30.32443,78.03392
Ireland,53.33306,-6.24889
Greece,39,22
United Kingdom,52.33333,-1.58333
Guam,13.58283,144.83534
United States,40.71427,-74.00597
Spain,28.46824,-16.25462
Guam,13.58283,144.83534
Germany,48.49144,9.20427
United States,36.77786,-76.44763
United States,40.71427,-74.00597
United States,36.07264,-79.79198
United States,25.77427,-80.19366
Peru,-12.13952,-77.00615
United Kingdom,51.50853,-0.12574
United Kingdom,51.50853,-0.12574
United Kingdom,51.49937,-0.12846
United Kingdom,51.50853,-0.12574
United States,42.12371,-71.17866
United States,40.71427,-74.00597
Germany,48.13743,11.57549
Turkey,41.289285,36.326164
United States,35.75035,-86.25027
Japan,35.68536,139.75309
United States,44.97997,-93.26384
India,9.93988,76.26022
India,9.93988,76.26022
India,9.93988,76.26022
Colombia,9.59798,-74.70478
India,9.93988,76.26022
United States,42.3876,-71.0995
Canada,46.00402,-76.72671
Indonesia,-6.17806,106.63
United Kingdom,56.46913,-2.97489
United States,40.71427,-74.00597
United States,40.71427,-74.00597
United States,40.71427,-74.00597
United Kingdom,57.50584,-1.79806
United States,40.4842,-88.99369
Ireland,53.33306,-6.24889
Canada,60.10867,-113.64258
Pakistan,31.54972,74.34361
United States,35.22709,-80.84313
United States,37.37852,-77.58694
United Kingdom,51.50853,-0.12574
United Kingdom,51.27904,1.07992
United Kingdom,54.75844,-2.69531
United Kingdom,51.50853,-0.12574
United Kingdom,54.75844,-2.69531
United States,42.52926,-71.3495
South Africa,-26.17722,28.22194
United Kingdom,51.50853,-0.12574
Guam,13.58283,144.83534
South Africa,-34.3586,18.47265
United States,40.4842,-88.99369
United States,32.59986,-96.69166
United States Virgin Islands,18.3419,-64.9307
United Kingdom,51.59067,-0.02077
United Kingdom,52.9536,-1.15047
United States,35.97987,-78.50972
United Kingdom,56.08333,-4.11667
Germany,48.13743,11.57549
India,22,79
United States,40.71427,-74.00597
Belgium,50.87959,4.70093
United States,40.70677,-74.01125
United States,37.25022,-119.75126
United States,44.02163,-92.4699
United States,41.4995,-81.69541
Pakistan,33.72148,73.04329
India,22,79
Belgium,50.87959,4.70093
United States,41.72971,-93.60577
France,44.84044,-0.5805
United Kingdom,51.31903,-0.55893
United States,41.76204,-72.74204
United States,41.7289,-74.3785
Nigeria,9.05785,7.49508
Italy,43.77925,11.24626
Germany,48.49144,9.20427
Nigeria,10,8
United Kingdom,53.41058,-2.97794
United Kingdom,51.7891,-2.5432
United Kingdom,51.50853,-0.12574
United States,35.07681,-80.66924
United Arab Emirates,25.26426,55.29076
South Africa,-33.92584,18.42322
United States,40.71427,-74.00597
United States,39.894925,-75.126172
Belgium,50.85045,4.34878
United States,42.49276,-92.34296
Qatar,25.5,51.25
United States,39.76,-98.5
United States,40.71427,-74.00597
United States,54.77535,-105.64453
United States,35.222,-101.8313
United States,34.05223,-118.24368
United Kingdom,51.50853,-0.12574
United States,40.71427,-74.00597
United Kingdom,51.50853,-0.12574
United States,29.42412,-98.49363
United States,38.89511,-77.03637
United Kingdom,51.50853,-0.12574
United Kingdom,51.50853,-0.12574
Malaysia,2.5,112.5
United States,38.89511,-77.03637
United Kingdom,53.52285,-1.13116
United States,34.22573,-77.94471
United States,32.78306,-96.80667
Singapore,1.36667,103.8
United Arab Emirates,25.06765,55.30557
South Africa,-26.20227,28.04363
United States,40.91677,-74.17181
United States,40.71427,-74.00597
Nigeria,6.45407,3.39467
United States,36.09719,-115.14666
Nigeria,6.45407,3.39467
Guam,13.58283,144.83534
Nigeria,6.45407,3.39467
United States,36.17497,-115.13722
Pakistan,33.72148,73.04329
South Africa,-26.20227,28.04363
Australia,-37.814,144.96332
Egypt,30.22528,33.15854
Sri Lanka,6.93194,79.84778
United Kingdom,51.50853,-0.12574
United States,40.91677,-74.17181
Georgia,-56,-33
United Kingdom,51.50853,-0.12574
United States,40.71427,-74.00597
Malaysia,2.939805,101.711895
United Kingdom,50.72048,-1.8795
Switzerland,47.00016,8.01427
Pakistan,33.72148,73.04329
Ireland,53.260213,-9.075678
Russian Federation,60,100
United States,29.78579,-95.8244
United States,48.01175,-103.78437
Italy,44.49381,11.33875
Canada,43.17126,-79.24267
Germany,48.13743,11.57549
United Arab Emirates,25.06765,55.30557
Ireland,53,-8
United Kingdom,54.52429,-1.55039
Svalbard and Jan Mayen,78.92373,11.92497
Svalbard and Jan Mayen,78.92373,11.92497
United States,27.94752,-82.45843
United Kingdom,50.72048,-1.8795
Japan,35.6895,139.69171
United States,35.1785,-80.8831
United States,34.05223,-118.24368
India,19.07283,72.88261
Guam,13.58283,144.83534
India,13.08784,80.27847
Canada,46.23525,-63.12671
Pakistan,33.72148,73.04329
United Kingdom,51.47403,-0.06969
United Kingdom,51.50853,-0.12574
Guam,13.58283,144.83534
Portugal,41.14961,-8.61099
United Kingdom,51.50853,-0.12574
United States,25.77427,-80.19366
United States,39.76,-98.5
Guam,13.58283,144.83534
United Arab Emirates,25.26426,55.29076
France,48.85341,2.3488
Italy,41.34382,-3.33984
India,20.5537,74.52881
Spain,40.4165,-3.70256
United States,42.65258,-73.75623
Nigeria,9.05785,7.49508
United States,35.75035,-86.25027
United Kingdom,52.2,0.11667
United States,38.89511,-77.03637
United Kingdom,53.64904,-1.78416
United Kingdom,51.31903,-0.55893
United Kingdom,51.85552,-4.30535
India,8.4855,76.94924
Australia,-32.92715,151.77647
Antarctica,-68.62611,78.1
Indonesia,-1.26753,116.82887
Slovenia,46.51667,16.3
Italy,44.49381,11.33875
Nigeria,10,8
United States,56.66861,-132.61917
United States,34.05223,-118.24368
United States,42.57926,-71.43784
United States,34.05223,-118.24368
Turkey,40.751324,30.041237
Netherlands,52.37403,4.88969
United States,40.71427,-74.00597
United Kingdom,50.82838,-0.13947
United Kingdom,53.91667,-0.5
United Kingdom,50.72048,-1.8795
United States,27.29393,-80.35033
United States,29.22218,-94.90881
United Kingdom,52,-0.5
Germany,50.93333,6.95
United States,40.45398,-75.81798
Guam,13.58283,144.83534
Spain,40.4165,-3.70256
United Kingdom,52.3065,-1.94569
United Kingdom,52.5,-2
Philippines,14.6042,120.9822
United Kingdom,51.83333,-1.25
Kenya,-4.05466,39.66359
Australia,-35.28725,138.76677
India,13.08784,80.27847
Colombia,4,-73.25
United Kingdom,51.50853,-0.12574
United States,38.34982,-81.63262
United States,39.76,-98.5
Canada,42.98339,-81.23304
Italy,45.46727,9.18444
Guernsey,49.43331,-2.35622
Costa Rica,9.99299,-84.12934
United Arab Emirates,25.26426,55.29076
Philippines,13,122
Indonesia,-2.53442,105.92649
United Kingdom,51.38764,0.50546
United Kingdom,52.34682,1.5259
India,22,79
Ireland,51.83917,-8.21222
Guernsey,49.43331,-2.35622
Canada,60.10867,-113.64258
United States,29.42412,-98.49363
Peru,-15.8,-69.4
United Kingdom,54.75844,-2.69531
United Kingdom,51.50853,-0.12574
United Kingdom,52.05917,1.15545
France,48.85341,2.3488
Ghana,4.86667,-2.26667
United Kingdom,51.75222,-1.25596
United States,41.641108,-83.543663
Finland,64,26
United Kingdom,51.53622,-0.10304
United States,44.05817,-121.31531
United Kingdom,51.58646,-1.2612
United States,39.00039,-75.49992
United Kingdom,51.48,-3.18
Japan,43.06417,141.34694
United Kingdom,51.26249,-1.08708
Slovenia,46.08333,15
United Kingdom,55.95206,-3.19648
Suriname,5.86638,-55.16682
Australia,-37.814,144.96332
United Kingdom,53.38297,-1.4659
Guam,13.58283,144.83534
United States,40.71427,-74.00597
India,28.65381,77.22897
United States,35.222,-101.8313
United Kingdom,51.50853,-0.12574
Japan,35.18147,136.90641
Australia,-25,135
United Kingdom,52.63399,-1.69587
United States,39.76,-98.5
Switzerland,47.17242,8.51744
United States,41.44809,-90.15428
United Kingdom,54.77676,-1.57566
France,48.84424,2.37455
Pakistan,33.72148,73.04329
Japan,35.6895,139.69171
Canada,45.41117,-75.69812
Malaysia,2.5,112.5
Cameroon,5.2,9.3
United States,40.71427,-74.00597
Spain,40.4165,-3.70256
United States,40.6501,-73.94958
United Kingdom,52.83111,-1.32806
Kenya,1,38
United Kingdom,51.50853,-0.12574
Spain,41.36736,2.01426
United Kingdom,51.50853,-0.12574
United States,42.3751,-71.10561
United States,40.71427,-74.00597
United Kingdom,52.9536,-1.15047
France,48.85341,2.3488
United States,38.89511,-77.03637
United States,35.37274,-117.63478
Canada,43.70011,-79.4163
United States,40.71427,-74.00597
United Kingdom,51.50853,-0.12574
United States,46.25024,-94.25055
United Kingdom,57.47908,-4.22398
United States,33.749,-84.38798
United Kingdom,51.16667,0.66667
United States,40.71427,-74.00597
United States,28.53834,-81.37924
United States,29.76328,-95.36327
Pakistan,33.72148,73.04329
United Kingdom,51.946607,-0.279415
South Africa,-29.20932,26.83898
Australia,-25,135
United Kingdom,51.50853,-0.12574
United Kingdom,52.33333,-1.58333
United Kingdom,51.50853,-0.12574
Singapore,1.36667,103.8
Turkey,36.994442,35.353726
United States,33.749,-84.38798
United States,38.73762,-76.92636
United Kingdom,52.9536,-1.15047
United States,41.66199,-86.15862
United Kingdom,53.74013,-1.59877
United States,37.72083,-122.44667
United Kingdom,52.95312,-1.14539
United Kingdom,51.50853,-0.12574
United Arab Emirates,25.06765,55.30557
Australia,-27.46794,153.02809
United States,41.85003,-87.65005
Australia,-25,135
United States,33.66946,-117.82311
France,45.73215,4.99943
United States,36.31344,-82.35347
United States,36.31344,-82.35347
United States,40.71427,-74.00597
France,48.85341,2.3488
United States,35.22709,-80.84313
South Africa,-33.95435,18.534036
United States,41.4995,-81.69541
United States,41.25861,-95.93779
Australia,-37.814,144.96332
United States,33.47097,-81.97484
United States,35.22709,-80.84313
United States,32.78306,-96.80667
India,28.66249,77.43777
Italy,41.89193,12.51133
United Kingdom,53.91667,-0.5
Belgium,50.87959,4.70093
Japan,35.41746,139.33885
United States,33.78779,-117.85311
United States,28.75054,-82.5001
Belgium,50.87959,4.70093
Germany,52.52437,13.41053
Italy,46.06787,11.12108
Indonesia,-7.63917,109.66056
United States,31.48547,-84.5157
India,19.07283,72.88261
Ghana,6.68848,-1.62443
India,28.65381,77.22897
United Kingdom,51.50853,-0.12574
India,19.07283,72.88261
Norway,59.91273,10.74609
United Kingdom,51,-1.25
United Kingdom,51.50853,-0.12574
Malaysia,3.1412,101.68653
Pakistan,33.72148,73.04329
United States,40.71427,-74.00597
United Kingdom,52.9536,-1.15047
Belgium,50.85045,4.34878
United States,38.91372,-77.0472
United Kingdom,51.50853,-0.12574
United States,39.89403,-83.4002
United Kingdom,51.50853,-0.12574
Malaysia,3.195031,101.616136
United Kingdom,51.50853,-0.12574
United Kingdom,53.48095,-2.23743
United Kingdom,51.531258,-0.080127
Malta,35.96639,14.40222
United States,39.73915,-104.9847
United States,28.75054,-82.5001
Austria,48.20849,16.37208
Cayman Islands,19.35,-81.2
Belgium,50.85045,4.34878
Estonia,59,26
Germany,51.5,8.13333
United States,32.71533,-117.15726
United States,41.20426,-73.72708
United States,40.60843,-75.49018
United States,39.76,-98.5
Nigeria,7,3.58333
Germany,53.07516,8.80777
United States,42.15391,-88.13619
Indonesia,-5,120
United States,39.162,-84.45689
United Arab Emirates,25.06765,55.30557
United States,33.749,-84.38798
Philippines,14.6042,120.9822
Malta,35.91667,14.43333
Antarctica,-72.51667,161.1
United States,40.71427,-74.00597
United States,39.162,-84.45689
United States,39.73915,-104.9847
Australia,-25,135
Singapore,1.36667,103.8
United States,40.71427,-74.00597
United States,40.71427,-74.00597
United Kingdom,51.57139,0.69556
United States,33.749,-84.38798
Canada,43.70011,-79.4163
United Kingdom,51.48,-3.18
Netherlands,52.15833,4.49306
Iraq,33,44
Guam,13.58283,144.83534
United States,28.75054,-82.5001
United States,42.12837,-86.42836
France,46,2
Spain,40.4165,-3.70256
Pakistan,33.72148,73.04329
Singapore,1.36667,103.8
United Kingdom,54.75844,-2.69531
Greece,39,22
Canada,45.36685,-63.26538
United States,27.90141,-81.58591
United States,41.122726,-80.33061
France,46,2
India,28.65381,77.22897
United States,36.17497,-115.13722
Netherlands,52.25,5.75
United States,40.71427,-74.00597
India,8.4855,76.94924
United States,38.89511,-77.03637
United States,37.6391,-120.99688
United States,40.71427,-74.00597
United States,39.162,-84.45689
Canada,46.11594,-64.80186
United Kingdom,51.5099,-0.1347
United States,41.65502,-91.55684
United States,41.85003,-87.65005
Ghana,5.55602,-0.1969
Canada,43.70011,-79.4163
Indonesia,-6.21462,106.84513
Netherlands,52.38084,4.63683
Algeria,36.7525,3.04197
Germany,52.52437,13.41053
United States,39.96917,-83.00861
Indonesia,-6.90389,107.61861
United Kingdom,51.50853,-0.12574
South Africa,-33.92584,18.42322
United States,39.76,-98.5
United States,39.76,-98.5
Kuwait,29.5,47.75
United States,54.77535,-105.64453
Canada,46.11594,-64.80186
United Kingdom,51.756644,-1.203107
United Kingdom,57.12,-4.71
United States,38.89511,-77.03637
United States,40.44062,-79.99589
Pakistan,33.72148,73.04329
Spain,40.4165,-3.70256
Canada,60.10867,-113.64258
Ukraine,49,32
South Africa,-33.92584,18.42322
Japan,43.06451,141.3466
United States,40.77419,-74.03924
United States,38.89511,-77.03637
United Arab Emirates,25.06765,55.30557
France,48.85341,2.3488
United States,37.77493,-122.41942
United Kingdom,53.48095,-2.23743
United States,40.71427,-74.00597
United States,32.23715,-80.86039
Japan,35.18147,136.90641
United States,36.85293,-75.97798
Canada,43.70011,-79.4163
Australia,-37.814,144.96332
United States,40.71427,-74.00597
United Kingdom,51.50853,-0.12574
United Kingdom,54.75844,-2.69531
Australia,-25,135
Italy,45.88204,11.03647
Zimbabwe,-17.82772,31.05337
Belgium,50.85045,4.34878
United States,25.77427,-80.19366
United States,41.12648,-73.71402
Japan,31.81667,130.3
Australia,-37.814,144.96332
Argentina,-30.01416,-61.57546
United States,39.73915,-104.9847
United States,37.2707,-76.70746
Malaysia,2.9927,101.7909
Ireland,53.33306,-6.24889
United Kingdom,54.04649,-2.79988
United Kingdom,56.25,-3.16667
United States,39.80836,-76.16596
United States,42.27313,-76.14798
United Kingdom,54.75844,-2.69531
United Kingdom,54.06835,-2.86108
United States,40.77419,-74.03924
United Kingdom,53.48095,-2.23743
United States,41.7776,-72.67593
Indonesia,-7.63917,109.66056
United Kingdom,51.66667,-0.61667
United States,40.71427,-74.00597
Singapore,1.36667,103.8
United States,35.46756,-97.51643
United Kingdom,51.45523,-2.59665
France,44.84044,-0.5805
United States,26.71534,-80.05337
United States,39.7606,-86.65084
Guernsey,49.43331,-2.35622
Germany,51.5,8.13333
United States,42.33143,-83.04575
United States,34.05223,-118.24368
United Kingdom,51.50853,-0.12574
United States,30.45075,-91.15455
United States,39.96097,-75.60804
Nigeria,6.45306,3.39583
United States,38.89511,-77.03637
United States,40.900188,-74.635307
Switzerland,47.00016,8.01427
United Kingdom,53.41058,-2.97794
United Kingdom,52.9536,-1.15047
South Africa,-23.41612,28.16256
India,22,79
United States,38.89511,-77.03637
Canada,60.10867,-113.64258
United Kingdom,54.52429,-1.55039
United States,36.15847,-81.14758
Guernsey,49.43331,-2.35622
France,48.85341,2.3488
United States,27.9378,-82.28592
United States,34.14584,-118.80565
United States,34.14584,-118.80565
Guernsey,49.43331,-2.35622
United Kingdom,51.50853,-0.12574
Portugal,41.14961,-8.61099
United States,37.55376,-77.46026
United Kingdom,51.50853,-0.12574
United Kingdom,53.41058,-2.97794
Guernsey,49.43331,-2.35622
Puerto Rico,18.38078,-65.95739
United Kingdom,54.75844,-2.69531
United States,41.85003,-87.65005
United Kingdom,51.48,-3.18
United States,39.64284,-84.28661
United Kingdom,52.40656,-1.51217
Colombia,3.43722,-76.5225
Canada,51.05011,-114.08529
France,46,2
United Kingdom,51.48,-3.18
United States,39.76838,-86.15804
United Kingdom,55.95206,-3.19648
United States,40.71427,-74.00597
United States,39.76,-98.5
United States,35.46756,-97.51643
China,35.0286,113.327
United States,43.07305,-89.40123
Ireland,53,-8
United States,44.86064,-66.98415
Ecuador,-2.20584,-79.90795
United States,33.52066,-86.80249
Ireland,53,-8
United Kingdom,53.65,-2.61667
India,28.65381,77.22897
Sweden,55.93444,13.5385
United Kingdom,53.65,-2.61667
United Kingdom,51.41667,-0.91667
United States,34.05223,-118.24368
Guernsey,49.43331,-2.35622
United Kingdom,51.50853,-0.12574
United Kingdom,51.74794,-3.37779
United Kingdom,53.40979,-2.15761
United Kingdom,55.86515,-4.25763
Australia,-37.14788,149.85524
United States,34.02662,-95.55214
India,28.65381,77.22897
United States,41.85003,-87.65005
United States,40.75766,-73.91327
United Kingdom,52.18935,-2.22001
United States,40.79895,-81.37845
Norway,62,10
Philippines,14.548612,121.055594
United Kingdom,51.50853,-0.12574
United Kingdom,51.50853,-0.12574
United States,40.71427,-74.00597
United States,40.71427,-74.00597
United States,40.71427,-74.00597
United States,27.87307,-82.51007
United States,40.71427,-74.00597
United States,40.71427,-74.00597
United Kingdom,51.50853,-0.12574
United States,35.22709,-80.84313
Colombia,10.96854,-74.78132
United States,42.16753,-87.89701
United Kingdom,51.50853,-0.12574
United Kingdom,51.502791,-0.012726
India,22,79
Ireland,53.33306,-6.24889
Turkey,39.732091,36.985443
Canada,53.55014,-113.46871
United Kingdom,52.5,-3.5
Cote d'Ivoire,7.64727,-7.69833
Canada,49.8844,-97.14704
South Africa,-25.74486,28.18783
United States,42.12509,-72.74954
Guernsey,49.43331,-2.35622
United Kingdom,51.50853,-0.12574
Pakistan,24.9056,67.0822
United States,42.12509,-72.74954
United Kingdom,52.9536,-1.15047
United States,42.58474,-87.82119
United States,38.89511,-77.03637
United Kingdom,51.50853,-0.12574
United Arab Emirates,25.26426,55.29076
United Kingdom,52.48142,-1.89983
United States,35.9943,-79.93531
China,31.22222,121.45806
Nigeria,6.45407,3.39467
India,19.07283,72.88261
United States,40.71427,-74.00597
United States,45.52345,-122.67621
Nigeria,7.37756,3.90591
Turkey,40.46001,39.47176
Poland,52.22977,21.01178
Honduras,15.17,-88.81
United States,40.71427,-74.00597
United Kingdom,53.38297,-1.4659
Australia,-25,135
Italy,41.89193,12.51133
Italy,41.89193,12.51133
United States,39.9626,-76.72774
Guam,13.58283,144.83534
United States,35.86841,-92.11765
United States,35.7721,-78.63861
Australia,-33.86785,151.20732
Pakistan,33.72148,73.04329
United States,33.749,-84.38798
Philippines,14.6042,120.9822
Venezuela,8,-66
United States,29.76328,-95.36327
Australia,-33.86785,151.20732
United States,35.86841,-92.11765
Nigeria,6.45306,3.39583
United States,31.25044,-99.25061
Germany,51.5,10.5
United Kingdom,51.50853,-0.12574
United States,39.75895,-84.19161
United Kingdom,51.50853,-0.12574
Japan,35.68536,139.75309
China,31.20743,121.6306
United States,33.83288,-84.46799
United States,35.96064,-83.92074
Canada,73.25144,-93.5003
Ukraine,48.45,34.98333
United Kingdom,52.40656,-1.51217
Italy,45.07049,7.68682
United Kingdom,51.50853,-0.12574
Japan,35.68536,139.75309
United Kingdom,51.50853,-0.12574
United Kingdom,54.75844,-2.69531
France,48.85341,2.3488
United Kingdom,51.50853,-0.12574
India,19.07283,72.88261
Guernsey,49.43331,-2.35622
Australia,-35.28346,149.12807
United States,32.73569,-97.10807
Russian Federation,55.75222,37.61556
Canada,45.50884,-73.58781
South Africa,-33.95435,18.534036
United Kingdom,51.50853,-0.12574
Turkey,37.31309,40.74357
Malaysia,2.5,113.5
Finland,60.45148,22.26869
Paraguay,-23.33333,-58
Japan,35.6895,139.69171
United States,38.34982,-81.63262
United Kingdom,53.48095,-2.23743
United States,43.0389,-87.90647
India,12.97194,77.59369
United States,40.71427,-74.00597
United Kingdom,51.50853,-0.12574
Thailand,18.747715,98.941668
United States,34.05223,-118.24368
United Arab Emirates,25.26426,55.29076
Nigeria,10,8
Russian Federation,64.48176,33.69934
Indonesia,-6.17806,106.63
United Kingdom,55.87438,-4.28537
Canada,43.70011,-79.4163
United States,39.76,-98.5
Dominican Republic,19.58333,-70.41667
United States,41.85003,-87.65005
United Kingdom,51.50853,-0.12574
United States,33.749,-84.38798
Russian Federation,60,100
Singapore,1.36667,103.8
United States,41.85003,-87.65005
