country,lat,lng
United States,35.472028,-97.521062
United States,32.776049,-96.741181
United Arab Emirates,25.063367,55.30505
Ukraine,48.463629,31.685961
United States,44.453086,-89.031552
Georgia,-54.369676,-36.671206
United States,34.354107,-83.497426
Ireland,56.688874,-4.042778
United States,41.835819,-88.522908
Lebanon,33.896064,35.506774
Null,55.246939,16.761045
Kenya,-1.283517,36.823785
United States,35.472028,-97.521062
Nigeria,6.454704,3.38876
United States,33.520673,-86.811752
Ireland,51.506415,-0.127201
Ireland,52.289197,-1.535293
United States,35.472028,-97.521062
Italy,45.436704,12.131353
India,22.484432,79.7141
United States,39.49593,-98.990005
Russian Federation,55.076814,98.859058
United States,40.714545,-74.007112
India,17.448416,78.471002
Mexico,19.505504,-99.076235
United States,39.49593,-98.990005
Ireland,51.506415,-0.127201
Kenya,-1.283517,36.823785
India,22.484432,79.7141
United States,33.529627,-112.106927
United States,40.146014,-74.711669
United States,41.884244,-87.632444
Null,57.173215,-7.087627
Ireland,55.954148,-3.202763
Ireland,56.688874,-4.042778
Ireland,53.479589,-2.248735
United States,44.641788,-89.736738
Canada,48.98032,-88.721831
Bahrain,26.058204,50.5445
Spain,41.122554,1.2649
Russian Federation,55.755773,37.617815
United States,35.472028,-97.521062
United States,31.46273,-99.333027
United States,44.925075,-93.332119
India,18.930125,72.830085
Russian Federation,55.755773,37.617815
Ireland,53.944574,-2.55073
Ireland,51.464895,-2.563765
South Africa,-29.002117,25.080415
Russian Federation,55.755773,37.617815
India,28.537863,77.407577
Ireland,54.611883,-7.158171
United States,42.98029,-70.947576
Australia,-31.898068,115.971623
United States,43.155798,-77.616318
Kenya,-0.672555,34.770012
Indonesia,-6.171489,106.827519
United States,33.748308,-84.391106
India,16.203132,77.344676
Colombia,3.434003,-76.526464
Ireland,53.348069,-6.248268
Australia,-25.578752,134.359553
United States,32.914264,-96.636545
Ireland,51.506415,-0.127201
Spain,37.985311,-1.141893
Israel,31.236135,34.790844
United States,35.472028,-97.521062
Malaysia,3.104769,101.691994
United States,39.300165,-76.588789
Colombia,5.348277,-75.305357
Ireland,55.625298,-4.726809
India,22.484432,79.7141
Ukraine,50.450097,30.523397
Australia,-33.710824,151.290236
Kenya,-1.283517,36.823785
Kenya,-1.283517,36.823785
Kenya,-1.283517,36.823785
Kenya,-1.283517,36.823785
Kenya,-1.283517,36.823785
Kenya,-1.283517,36.823785
United States,38.748928,-121.28408
Ireland,57.476013,-3.267218
Kenya,-1.283517,36.823785
Kenya,-1.283517,36.823785
Kenya,-1.283517,36.823785
Kenya,-1.283517,36.823785
Ukraine,50.450097,30.523397
United States,40.038047,-76.301265
Turkey,41.008925,28.967111
United States,30.966509,-91.851902
Australia,-25.578752,134.359553
Netherlands,52.373085,4.893276
United States,35.472028,-97.521062
Kazakhstan,51.128422,71.430564
Kenya,0.606025,37.816989
United States,38.890366,-77.031955
United States,40.138782,-74.676905
Ireland,51.929135,-1.723499
Indonesia,-0.209379,114.004564
Canada,43.648557,-79.385361
India,31.063856,77.000882
Malaysia,4.484976,100.648646
India,22.484432,79.7141
United States,30.942386,-97.537394
Philippines,14.607331,121.031599
United States,35.472028,-97.521062
United States,38.890366,-77.031955
United States,35.472028,-97.521062
Switzerland,46.800206,8.229188
Ireland,51.506415,-0.127201
United States,40.138782,-74.676905
Ireland,51.506415,-0.127201
United States,39.49593,-98.990005
United States,36.649259,-92.444629
United States,39.49593,-98.990005
Cambodia,12.710887,104.916856
United States,37.777114,-122.419631
Canada,42.986885,-81.246203
United States,38.890366,-77.031955
El Salvador,13.733005,-88.866495
India,22.484432,79.7141
Australia,-37.538744,145.474758
Canada,42.986885,-81.246203
Ireland,51.273345,-0.550577
United States,41.884244,-87.632444
South Africa,-26.204915,28.040013
Ukraine,50.450097,30.523397
Ireland,51.506415,-0.127201
United States,42.358655,-71.056739
South Africa,-29.002117,25.080415
Canada,42.986885,-81.246203
India,31.063856,77.000882
Argentina,-31.416187,-62.085956
India,18.504188,73.853087
Kenya,-1.283517,36.823785
Ukraine,48.463629,31.685961
Ireland,53.944574,-2.55073
United States,34.14745,-118.144261
Netherlands,52.60567,6.408878
Nigeria,11.983238,8.551887
Ireland,51.506415,-0.127201
United States,35.472028,-97.521062
Nigeria,11.983238,8.551887
Canada,43.004518,-81.25454
Ireland,51.500175,-0.417007
Puerto Rico,18.225063,-66.478906
Ireland,51.506415,-0.127201
Nigeria,6.447893,7.509988
Ireland,51.506415,-0.127201
Australia,-37.817524,144.967147
India,22.484432,79.7141
Argentina,-34.301485,-59.032313
Kenya,-0.098504,34.767254
Netherlands,52.083987,4.317393
Ireland,55.954148,-3.202763
Australia,-38.410496,144.186915
Australia,-37.538744,145.474758
United States,34.232938,-102.410197
Japan,35.68321,139.808949
Nigeria,9.063088,7.461775
Ireland,51.506415,-0.127201
United States,36.267545,-94.484272
Argentina,-35.194853,-65.101987
India,31.063856,77.000882
Malaysia,1.635725,103.665674
India,31.997856,76.271612
Zimbabwe,-17.824378,31.049935
United States,38.890366,-77.031955
Kenya,-1.283517,36.823785
Ireland,51.506415,-0.127201
Australia,-36.757506,144.281427
United States,35.472028,-97.521062
Italy,45.560064,10.866633
Venezuela,11.082937,-69.756113
Pakistan,30.497244,70.452029
New Zealand,-41.288938,174.776276
Kenya,0.606025,37.816989
South Africa,-26.204915,28.040013
India,28.608274,77.200802
Ireland,51.501756,-0.109406
Australia,-25.578752,134.359553
Canada,47.560744,-52.712234
Australia,-37.817524,144.967147
United States,38.627745,-90.199559
Ireland,51.463868,-0.215497
United States,35.472028,-97.521062
United States,27.946529,-82.459261
India,28.535173,77.386233
United States,40.714545,-74.007112
Russian Federation,54.921857,57.361312
United States,38.890366,-77.031955
Ireland,53.041929,-2.997067
Ireland,53.578449,-2.426664
Philippines,6.954703,126.216792
Egypt,26.505416,29.876143
India,18.930125,72.830085
Pakistan,34.010017,71.558421
Italy,43.529151,12.16203
India,22.484432,79.7141
United States,42.263409,-71.802188
India,14.710135,76.16871
Australia,-34.926094,138.599888
Ireland,51.506415,-0.127201
India,24.354056,88.006008
Ireland,53.409766,-2.978472
United States,40.714545,-74.007112
United States,35.472028,-97.521062
Ukraine,50.450097,30.523397
United States,42.282097,-83.74847
United States,35.472028,-97.521062
Hong Kong,22.443086,114.206838
United States,35.472028,-97.521062
Italy,41.903044,12.495799
Australia,-33.869594,151.206953
India,18.930125,72.830085
India,18.504188,73.853087
Kenya,-1.283517,36.823785
Kenya,-1.283517,36.823785
Kenya,-1.283517,36.823785
Kenya,-1.283517,36.823785
Kenya,-1.283517,36.823785
Kenya,-1.283517,36.823785
Kenya,-1.283517,36.823785
Australia,-37.656529,145.510313
Kenya,-1.283517,36.823785
Ukraine,48.463629,31.685961
South Korea,37.51502,127.016463
Kenya,-1.283517,36.823785
Kenya,-1.283517,36.823785
Ukraine,50.450097,30.523397
India,28.608274,77.200802
Argentina,-34.301485,-59.032313
Mexico,20.107215,-98.70753
India,22.484432,79.7141
United States,44.979028,-93.264925
United States,35.472028,-97.521062
United Arab Emirates,25.226004,55.169315
United States,44.943816,-93.093311
United States,40.68423,-80.253224
India,18.930125,72.830085
Ireland,57.506507,-1.797214
Kenya,-1.283517,36.823785
United States,36.239395,-81.672095
United States,39.49593,-98.990005
India,26.854704,80.921346
Lebanon,33.896064,35.506774
Ireland,55.857806,-4.242527
Australia,-42.029419,146.590385
United States,42.966404,-85.671179
Pakistan,24.926703,67.034362
India,28.608274,77.200802
Ireland,55.073035,-3.951473
Mexico,25.670967,-100.309972
Australia,-35.306536,149.126545
Colombia,3.909361,-73.078775
Jordan,31.951798,35.940418
Ireland,57.506507,-1.797214
Russian Federation,54.921857,57.361312
United States,43.20214,-75.585874
United States,34.232938,-102.410197
India,28.608274,77.200802
United States,34.232938,-102.410197
United States,35.472028,-97.521062
India,22.484432,79.7141
India,26.854704,80.921346
Japan,35.68321,139.808949
Israel,31.701545,35.184162
Ireland,51.506415,-0.127201
India,28.67798,77.409005
United States,35.472028,-97.521062
Ireland,51.750438,-3.376507
India,25.738394,92.88015
Ireland,51.506415,-0.127201
Ireland,53.836217,-2.212533
Argentina,-34.301485,-59.032313
United States,35.472028,-97.521062
United States,28.317496,-80.610062
United Arab Emirates,25.269516,55.308823
Ireland,51.500175,-0.417007
Russian Federation,59.939095,30.315868
South Africa,-33.919089,18.421985
Ukraine,48.015877,37.80285
Pakistan,31.539444,74.303475
United States,33.748308,-84.391106
India,24.354056,88.006008
United States,29.424575,-98.494603
United States,38.841788,-77.30887
Ireland,51.506415,-0.127201
India,22.484432,79.7141
United States,40.723724,-74.537235
Ireland,53.944574,-2.55073
Pakistan,33.707679,73.070465
Nigeria,9.063088,7.461775
India,18.930125,72.830085
Ireland,51.500175,-0.417007
Ireland,53.409766,-2.978472
India,28.608274,77.200802
United States,29.392759,-94.925066
Italy,43.529151,12.16203
Ireland,53.944574,-2.55073
India,24.354056,88.006008
United States,35.472028,-97.521062
Ireland,52.200628,-2.9057
Ireland,53.479589,-2.248735
Netherlands,52.373085,4.893276
Pakistan,33.588733,73.045483
Ireland,57.479009,-4.235601
Russian Federation,55.076814,98.859058
Malaysia,3.104769,101.691994
United States,29.953692,-90.077748
Australia,-25.578752,134.359553
Ireland,51.405918,-1.326102
India,31.063856,77.000882
Pakistan,33.127487,73.008868
Ireland,56.688874,-4.042778
South Korea,37.51502,127.016463
Argentina,-32.624177,-62.69399
Australia,-31.952633,115.857402
United States,40.038047,-76.301265
Ireland,54.070126,-2.854487
Anguilla,18.222299,-63.043812
Ireland,51.506415,-0.127201
Russian Federation,59.939095,30.315868
Germany,53.401628,11.609665
Pakistan,30.497244,70.452029
Canada,43.648557,-79.385361
Turkey,40.896461,29.371326
United States,44.075205,-72.662684
Switzerland,46.656051,9.628628
United States,44.641788,-89.736738
Ireland,52.507123,-1.962522
Nigeria,9.585186,8.092689
United States,41.630192,-74.882718
Kenya,-1.283517,36.823785
Kenya,-1.283517,36.823785
Kenya,-1.283517,36.823785
Kenya,-1.283517,36.823785
Finland,64.519883,26.282998
Kenya,-1.283517,36.823785
Australia,-25.578752,134.359553
Kenya,-1.283517,36.823785
Kenya,-1.283517,36.823785
Ireland,55.857806,-4.242527
Kenya,-1.283517,36.823785
Mexico,28.722896,-106.117733
Kenya,-1.283517,36.823785
United States,41.630192,-74.882718
United States,48.410854,-118.215605
Kenya,-1.283517,36.823785
Ireland,52.507123,-1.962522
Ireland,52.598927,-1.467146
India,18.504188,73.853087
United States,38.687736,-75.363334
Ireland,55.857806,-4.242527
United States,41.519126,-81.552933
Australia,-35.306536,149.126545
Lithuania,54.690616,25.269825
Ukraine,50.450097,30.523397
United States,35.472028,-97.521062
India,24.354056,88.006008
Philippines,14.658061,120.947724
India,18.930125,72.830085
United States,28.554504,-82.387818
Ireland,51.576307,0.027533
India,20.424459,72.851007
Ireland,56.107368,-3.751059
India,22.484432,79.7141
United States,35.472028,-97.521062
Japan,35.607398,140.134364
Ireland,54.761187,-1.33363
United States,35.472028,-97.521062
Russian Federation,43.116391,131.882421
United States,32.715689,-117.16172
Australia,-37.817524,144.967147
United States,35.472028,-97.521062
Russian Federation,55.076814,98.859058
Philippines,14.586257,121.168682
Ireland,52.94921,-1.143906
Jordan,32.034333,35.726062
Australia,-25.578752,134.359553
Japan,36.653573,137.981273
South Africa,-23.908106,29.459612
South Africa,-29.002117,25.080415
Ireland,51.506415,-0.127201
Egypt,26.505416,29.876143
United States,40.015733,-105.279237
United States,29.203565,-81.039393
United States,35.472028,-97.521062
Ukraine,48.463629,31.685961
Ireland,52.209795,0.111463
United States,36.171906,-115.139963
Ghana,5.581069,-0.198968
Ireland,51.506415,-0.127201
United States,33.748308,-84.391106
Australia,-22.575679,144.535246
South Africa,-33.919089,18.421985
India,28.608274,77.200802
Serbia,44.032421,20.806797
United States,27.946529,-82.459261
United States,40.360304,-74.664274
Ireland,51.506415,-0.127201
Colombia,5.348277,-75.305357
Slovenia,46.119536,14.821726
Kenya,0.606025,37.816989
United States,35.464054,-97.383943
Ireland,56.461367,-2.967603
Lebanon,33.455918,35.525531
Malaysia,3.104769,101.691994
Central African Republic,6.574118,20.486915
Ireland,56.688874,-4.042778
Australia,-25.578752,134.359553
United States,40.714545,-74.007112
India,22.484432,79.7141
Ukraine,48.523116,34.613678
India,10.914455,75.92197
Australia,-33.423549,151.342518
Ireland,51.506415,-0.127201
Ireland,55.851591,-4.282395
United States,43.479764,-94.163645
United States,40.038047,-76.301265
South Korea,37.51502,127.016463
United States,42.263409,-71.802188
India,29.019963,77.758764
Canada,43.888687,-78.859515
India,12.966962,77.587275
Australia,-33.423225,151.34259
United States,35.472028,-97.521062
Canada,42.986885,-81.246203
Malaysia,3.104769,101.691994
United States,35.472028,-97.521062
Nigeria,11.983238,8.551887
United States,40.714545,-74.007112
United States,33.958128,-83.373243
Canada,56.232969,-117.290377
India,31.063856,77.000882
Croatia,45.325817,18.989388
South Africa,-33.919089,18.421985
Australia,-25.578752,134.359553
Ireland,55.954148,-3.202763
United States,35.472028,-97.521062
United States,34.053485,-118.245313
United States,33.210486,-87.565923
South Africa,-26.204915,28.040013
United States,40.138782,-74.676905
United States,35.472028,-97.521062
India,28.608274,77.200802
Ireland,51.506415,-0.127201
Bulgaria,41.448427,25.032544
Italy,45.468936,9.181025
United States,41.501968,-87.640519
Ireland,53.479589,-2.248735
Ireland,55.774735,-4.330104
India,13.050326,80.18859
United States,29.660174,-98.504134
Japan,36.653573,137.981273
United States,32.715689,-117.16172
United Kingdom,50.922148,-1.468726
Ireland,55.996258,-3.902327
Australia,-37.817524,144.967147
India,18.930125,72.830085
United States,35.472028,-97.521062
France,45.635467,4.363737
United States,40.714545,-74.007112
Nigeria,7.474857,3.913681
Egypt,26.505416,29.876143
Ireland,55.788727,-4.860002
Ireland,56.688874,-4.042778
Kenya,0.606025,37.816989
Canada,62.536655,-96.39241
Indonesia,5.561583,95.320657
Portugal,39.679952,-7.968658
India,28.608274,77.200802
Ireland,52.209795,0.111463
Brazil,-23.562837,-46.654633
India,28.470166,77.060683
India,28.608274,77.200802
Zambia,-13.458824,27.788054
India,14.710135,76.16871
Ireland,53.185093,-8.146848
Nigeria,6.454704,3.38876
Canada,45.421776,-75.691183
Philippines,16.41244,120.590706
Ireland,53.479589,-2.248735
Hong Kong,22.292635,114.202876
Ireland,53.029686,-2.175055
United States,44.982879,-109.538446
India,28.608274,77.200802
United States,28.404804,-81.57865
Australia,-42.819428,146.287653
Ukraine,50.450097,30.523397
Hong Kong,22.443086,114.206838
India,25.332796,82.99649
United States,40.706075,-74.008917
Nigeria,9.585186,8.092689
Ireland,53.409766,-2.978472
Ireland,52.637958,-1.140411
India,18.504188,73.853087
Germany,53.402638,11.610707
United States,40.138782,-74.676905
Canada,45.421776,-75.691183
Mexico,27.491867,-109.94532
United States,25.774806,-80.197726
United States,40.360304,-74.664274
United States,35.472028,-97.521062
United States,35.472028,-97.521062
United States,39.301379,-120.768689
Australia,-25.578752,134.359553
United States,35.472028,-97.521062
United States,39.766906,-86.149954
Ireland,56.230397,-3.124134
Argentina,-27.74094,-64.266562
United States,35.472028,-97.521062
United States,39.963509,-75.598477
Ukraine,50.450097,30.523397
United States,44.862615,-85.73513
United States,35.222854,-80.837955
Ireland,53.489727,-2.284299
United States,42.177888,-88.344439
Ireland,51.898336,-8.472784
Japan,36.653573,137.981273
Georgia,41.664845,43.904441
Georgia,-54.369676,-36.671206
Mongolia,47.922099,106.916964
United States,33.448245,-112.075791
Ireland,56.688874,-4.042778
United States,33.448245,-112.075791
Madagascar,-18.912677,47.528927
Ukraine,50.450097,30.523397
Germany,52.516067,13.376975
Ireland,52.209795,0.111463
Ireland,51.608698,-8.770297
India,28.535173,77.386233
Argentina,-27.74094,-64.266562
Ireland,55.857806,-4.242527
Ireland,51.589766,0.030516
United States,35.842997,-86.343047
India,22.484432,79.7141
Ireland,52.32899,-0.191835
Kenya,-1.283517,36.823785
India,21.184983,72.835897
Sweden,59.332327,18.062928
Mexico,25.670967,-100.309972
United States,38.890366,-77.031955
Ireland,51.23534,0.723943
Pakistan,33.707679,73.070465
Russian Federation,55.076814,98.859058
India,12.966962,77.587275
Ireland,56.107368,-3.751059
Ireland,51.214458,-0.800363
Kenya,-1.283517,36.823785
United States,40.714545,-74.007112
United States,28.404804,-81.57865
Ireland,51.446588,-0.328164
United States,35.472028,-97.521062
Ireland,52.51815,-1.989355
United States,35.472028,-97.521062
Canada,42.986885,-81.246203
India,24.354056,88.006008
Ireland,51.506415,-0.127201
Germany,51.96301,7.617803
United States,41.228424,-89.285604
Australia,-25.578752,134.359553
India,18.930125,72.830085
United States,34.232938,-102.410197
Ireland,51.818567,-2.276241
United States,35.472028,-97.521062
Uganda,0.325372,32.586962
Pakistan,29.25327,72.914554
United States,36.75502,-76.059196
Australia,-35.306536,149.126545
United States,29.760448,-95.369777
Uganda,0.325372,32.586962
India,22.484432,79.7141
United States,36.072655,-79.789968
Ireland,53.409766,-2.978472
Ukraine,48.463629,31.685961
Ireland,52.209795,0.111463
United States,35.472028,-97.521062
India,22.484432,79.7141
Ireland,53.348069,-6.248268
India,22.484432,79.7141
Anguilla,18.222299,-63.043812
United States,40.413052,-82.711212
Ukraine,50.450097,30.523397
India,26.172407,72.941315
South Africa,-29.002117,25.080415
Argentina,-34.301485,-59.032313
Japan,36.653573,137.981273
Ireland,56.107368,-3.751059
Ireland,52.598927,-1.467146
Argentina,-34.301485,-59.032313
Ukraine,50.450097,30.523397
Canada,42.986885,-81.246203
Australia,-33.869594,151.206953
United States,42.177888,-88.344439
Ireland,55.884333,-3.574549
Ireland,52.622495,1.294895
United States,48.410854,-118.215605
Australia,-30.061656,152.634196
India,12.966962,77.587275
Canada,43.730502,-79.349514
India,22.484432,79.7141
Germany,51.207619,6.201529
India,14.710135,76.16871
India,28.537863,77.407577
Poland,52.129024,19.393702
United States,39.49593,-98.990005
United States,42.683254,-83.03439
United States,40.038047,-76.301265
India,13.050326,80.18859
United States,35.472028,-97.521062
Germany,53.401628,11.609665
South Africa,-26.714652,27.098004
Ireland,56.688874,-4.042778
Ireland,55.87494,-3.948491
United States,35.472028,-97.521062
Ireland,53.944574,-2.55073
Kenya,-1.283345,36.816715
United States,35.472028,-97.521062
India,18.504188,73.853087
Ireland,56.107368,-3.751059
Ireland,51.506415,-0.127201
Ireland,52.94921,-1.143906
United States,39.17881,-96.561832
South Africa,-33.015435,27.904026
United States,44.92513,-93.332163
Australia,-25.578752,134.359553
Australia,-32.936053,151.674463
United States,44.921138,-123.039801
United States,41.706197,-89.103965
South Korea,37.51502,127.016463
United States,30.435925,-91.120431
United States,38.04859,-84.500315
Colombia,4.614943,-74.069374
Kenya,-0.098504,34.767254
South Africa,-26.204915,28.040013
United States,35.472028,-97.521062
India,28.644979,77.216424
United States,39.919802,-86.281791
India,22.730177,75.827323
United States,35.472028,-97.521062
Kuwait,29.335968,47.595394
Kenya,-1.283517,36.823785
Ireland,54.080058,-2.275469
Ireland,51.506415,-0.127201
Canada,45.421776,-75.691183
United States,45.511787,-122.675624
Hong Kong,22.443086,114.206838
Null,48.999314,-100.053323
Ireland,51.506415,-0.127201
United States,30.312165,-95.455916
Australia,-32.936053,151.674463
Ireland,53.107108,-0.17139
Argentina,-24.788656,-65.410172
Chile,-51.536397,-72.527901
Australia,-36.757506,144.281427
Australia,-32.936053,151.674463
United States,34.510936,-96.96779
Ireland,52.94921,-1.143906
India,13.009326,80.013023
United Arab Emirates,25.063367,55.30505
Canada,42.986885,-81.246203
Hong Kong,22.443086,114.206838
United States,35.472028,-97.521062
Ireland,53.944574,-2.55073
United States,33.748308,-84.391106
Ireland,56.688874,-4.042778
India,28.644979,77.216424
Kenya,-0.778168,35.339939
Ireland,54.595335,-5.934549
Kenya,0.606025,37.816989
United Kingdom,51.678461,-0.058986
Kenya,-1.283517,36.823785
Ireland,53.479589,-2.248735
United States,39.49593,-98.990005
United States,35.472028,-97.521062
United States,39.49593,-98.990005
Australia,-36.757506,144.281427
Australia,-31.259366,136.804498
Japan,36.653573,137.981273
United States,30.267589,-97.742982
Venezuela,10.509935,-66.857297
Ireland,54.777526,-1.574594
Sri Lanka,7.07908,79.895137
United States,35.472028,-97.521062
United States,35.472028,-97.521062
Turkey,41.008925,28.967111
Ireland,55.954148,-3.202763
Ireland,51.536117,-0.903696
India,22.484432,79.7141
Ireland,54.070126,-2.854487
Kenya,-1.283517,36.823785
Australia,-32.936053,151.674463
Canada,42.986885,-81.246203
United States,33.584508,-101.845004
United States,31.46273,-99.333027
United States,35.472028,-97.521062
Canada,62.536655,-96.39241
United States,25.774806,-80.197726
Ireland,53.409766,-2.978472
Kenya,0.496285,34.582677
Ireland,55.857806,-4.242527
Spain,41.847346,3.128006
United States,30.435925,-91.120431
Philippines,14.300248,120.954407
Ireland,51.506415,-0.127201
Russian Federation,55.076814,98.859058
United States,32.715689,-117.16172
Ireland,55.857806,-4.242527
India,21.184983,72.835897
Ireland,51.506415,-0.127201
Canada,50.066516,-85.829237
United States,34.232938,-102.410197
United States,34.232938,-102.410197
United States,42.263409,-71.802188
Romania,45.899649,25.778657
India,22.484432,79.7141
Ireland,53.185093,-8.146848
Nigeria,11.983238,8.551887
Canada,45.421776,-75.691183
Nigeria,6.454704,3.38876
Ukraine,48.463629,31.685961
Kenya,-0.778168,35.339939
India,22.484432,79.7141
Lebanon,34.436035,35.846849
India,21.184983,72.835897
United Kingdom,51.7592,-0.499784
United States,41.706197,-89.103965
United States,45.642934,-122.706508
Nigeria,9.063088,7.461775
United Kingdom,54.7023545,-3.2765753
United States,35.4729886,-97.5170536
United States,37.5170432,-82.805994
United States,25.939003,-80.1255337721964
Australia,-27.5307965,153.203113
India,22.3511148,78.6677428
United Kingdom,51.5073219,-0.1276474
United States,35.4729886,-97.5170536
United States,28.404804,-81.57865
Australia,-33.8548157,151.2164539
United States,37.3855745,-122.08205
Lebanon,33.1572973,35.3216029
United States,28.404804,-81.57865
United Kingdom,51.2715316,-0.341452301129091
Japan,34.6198813,135.490357
Georgia,42.2648625,42.6791652
Kenya,1.4419683,38.4313975
United States,38.5128748,-90.4428685
Indonesia,-3.09855705,135.598688556774
Australia,-35.2819367,149.128894
Ireland,52.652573,-7.2469004
Australia,-33.8548157,151.2164539
Greece,39.000041,21.9999569
United Kingdom,51.5073219,-0.1276474
Australia,-24.7761086,134.755
Belgium,50.84404145,4.36720169448285
Ukraine,50.4501071,30.5240501
United Kingdom,52.2033051,0.124862
United Kingdom,51.5073219,-0.1276474
Colombia,4.5980478,-74.0760867
Australia,-33.4250175,151.3417318
United States,35.4729886,-97.5170536
South Africa,-26.0303305,28.2197023
India,22.3511148,78.6677428
Australia,-37.8142176,144.9631608
United Kingdom,51.5073219,-0.1276474
United Kingdom,51.6436161,-0.2994431
Canada,45.5115944,-73.6051013
United Kingdom,52.9549771,-1.1511066
India,12.3051828,76.6553609
India,13.084398,77.599779
Belgium,50.84404145,4.36720169448285
Vietnam,10.7758439,106.7017555
United Kingdom,51.5073219,-0.1276474
United States,35.4729886,-97.5170536
India,10.9094334,78.3665347
United Kingdom,51.5364155,-0.140605
India,12.9791703,77.5912429
Canada,43.6529206,-79.3849008
United States,39.2908608,-76.6108073
United Kingdom,51.5266694,-0.0798926
United States,33.6170092,-117.9294401
United States,37.7792768,-122.4192704
United Kingdom,55.861147,-4.2499891
United States,40.7305991,-73.9865812
Japan,43.4519831,142.8197834
Kenya,-1.2832533,36.8172449
Japan,35.1268844,138.9097116
United States,35.4729886,-97.5170536
United Kingdom,51.5073219,-0.1276474
United States,40.9699889,-77.7278831
United Kingdom,51.5073219,-0.1276474
United Kingdom,54.7023545,-3.2765753
Ukraine,44.404749,34.0038015
United Kingdom,54.7023545,-3.2765753
Ukraine,50.4501071,30.5240501
United States,38.8949549,-77.0366456
United Kingdom,54.7023545,-3.2765753
United Kingdom,52.7954791,-0.540240236617432
Italy,45.5354183,9.4858507
India,22.3511148,78.6677428
India,10.3529588,76.5119752
United States,42.5247729,-83.5363339
India,22.3511148,78.6677428
Israel,31.7977307,34.652994
United Kingdom,51.480541,-3.1711091
Zambia,-14.5186239,27.5599164
United Kingdom,53.4077455,-2.1601108
Turkey,38.9597594,34.9249653
Switzerland,46.255,6.154317
Ukraine,49.4871968,31.2718321
India,32.1095492,76.5359534
Ukraine,50.4501071,30.5240501
United Kingdom,51.227965,-1.46291
United States,35.4729886,-97.5170536
United States,32.8406946,-83.6324022
United Kingdom,51.6553875,-0.3957425
United States,34.9550817,-97.2684063
United States,36.9096897,-77.2741121
Japan,35.1268844,138.9097116
United Kingdom,51.5073219,-0.1276474
United Kingdom,52.1918287,-2.2216009
Armenia,40.1776121,44.5125849
Pakistan,24.8667795,67.0311286
Japan,36.0684857,140.1793157
Georgia,41.6809707,44.0287382
Ireland,53.3472834,-6.2590853
United Kingdom,55.861147,-4.2499891
United States,28.404804,-81.57865
United States,35.4729886,-97.5170536
United States,35.4729886,-97.5170536
Malaysia,2.3923759,112.8471939
United States,40.7305991,-73.9865812
United Kingdom,53.1439999,-3.8026516
United Kingdom,50.8232028,-4.5371656
India,18.9523804,72.8327112
Ireland,52.865196,-7.9794599
United States,35.4729886,-97.5170536
Canada,43.6372967,-79.4362157
United Kingdom,52.2052907,0.1207505
Canada,42.988097,-81.2460295
United States,31.8160381,-99.5120986
United Kingdom,57.4790124,-4.225739
India,28.6138967,77.2159562
Australia,-37.5333775,145.4672481
United States,38.8949549,-77.0366456
Ukraine,46.4846121,30.7325586
United States,41.6603788,-71.4558911
Canada,43.7283874,-79.34914869325
United States,41.8755546,-87.6244212
United States,40.7305991,-73.9865812
United Kingdom,52.5453156,-2.0858348
Kenya,-1.2832533,36.8172449
Ukraine,50.4501071,30.5240501
United Kingdom,53.74152525,-1.72024765303197
India,18.9523804,72.8327112
Kenya,-1.2832533,36.8172449
United Kingdom,51.5073219,-0.1276474
United States,44.92513,-93.332163
Australia,-35.2819367,149.128894
Australia,-33.7376747,151.28444660312
United Kingdom,52.2033051,0.124862
United States,35.4729886,-97.5170536
India,12.8831063,77.7501677
India,14.5203896,75.7223521
United Kingdom,52.2033051,0.124862
India,24.6798308,85.0027993266777
Kenya,1.4419683,38.4313975
India,22.3511148,78.6677428
Canada,49.8833343,-97.1666741
United States,42.3788774,-72.032366
Russian Federation,64.6863136,97.7453061
India,8.163026,77.447858
Australia,-34.5788697,150.8672489
Isle of Man,54.1936805,-4.5591148
United Kingdom,51.5073219,-0.1276474
United Kingdom,55.861147,-4.2499891
Brazil,-10.3333333,-53.2
United Kingdom,53.166667,-0.25
India,22.3511148,78.6677428
Australia,-41.1571818,146.1705057
United Kingdom,53.8740101,-1.6705864
United Kingdom,52.2346431,-0.46270263769818
Canada,43.6529206,-79.3849008
United Kingdom,54.7023545,-3.2765753
United Arab Emirates,25.2683521,55.2961962
India,22.3511148,78.6677428
Austria,48.2010095,16.3381872
Australia,-37.8142176,144.9631608
United States,31.8160381,-99.5120986
Sweden,59.3251172,18.0710935
United Kingdom,51.8653705,-2.2458192
United Kingdom,53.9921491,-1.5391039
India,19.6734644,72.9059953
United States,21.3364227,-157.8317622
Turkey,40.7413045,31.5640827
Israel,32.0804808,34.7805274
India,28.6138967,77.2159562
United States,35.4729886,-97.5170536
United States,35.4729886,-97.5170536
United States,40.7305991,-73.9865812
United Kingdom,51.5073219,-0.1276474
Australia,-37.8142176,144.9631608
United States,38.635043,-76.9063159711485
Australia,-24.7761086,134.755
India,18.9523804,72.8327112
India,28.6138967,77.2159562
United Kingdom,51.833333,-1.25
United States,35.4729886,-97.5170536
India,22.462708,72.7433566269231
United States,28.0394654,-81.9498042
United States,40.0757384,-74.4041622
United States,29.6910625,-95.2091006
